ship_city,ship_state,ship_postal_code,location_id
BANASTHALI,RAJASTHAN,304022.0,4845
NEEMUCH,MADHYA PRADESH,458441.0,4846
KALAMASSERY Ph no: 9074200347,KERALA,682024.0,4847
kakinada,ANDHRA PRADESH,533001.0,4848
BASAVANA BAGEVADI,KARNATAKA,586203.0,4849
GUWAHATI,ASSAM,781013.0,4850
JODHPUR,RAJASTHAN,342025.0,4851
KOLKATA,WEST BENGAL,700025.0,4852
Chennai,TAMIL NADU,600073.0,4853
BARDOLI,Gujarat,394601.0,4854
GORAKHPUR,UTTAR PRADESH,273012.0,4855
BEWAR,UTTAR PRADESH,205301.0,4856
JAMSHEDPUR,JHARKHAND,831008.0,4857
indapur,MAHARASHTRA,413106.0,4858
MARALIA,JAMMU & KASHMIR,181101.0,4859
NANDED WAGHALA,MAHARASHTRA,431605.0,4860
SECUNDERABAD,TELANGANA,500016.0,4861
New delhi,DELHI,110075.0,4862
MUKTSAR,PUNJAB,152026.0,4863
VARKALA,KERALA,695312.0,4864
WARANGAL,TELANGANA,506006.0,4865
Sambalpur,ODISHA,768006.0,4866
DANDELI(uttar kannada),KARNATAKA,581325.0,4867
AMBARNATH West,MAHARASHTRA,421501.0,4868
NUMALIGARH REFINERY TOWNSHIP,ASSAM,785699.0,4869
Guwahati,ASSAM,781012.0,4870
GREATER NOIDA west,UTTAR PRADESH,201308.0,4871
TIRUCHIRAPPALLI,TAMIL NADU,620011.0,4872
BELGAUM,KARNATAKA,591124.0,4873
"Medipally ,Hyderabad",TELANGANA,500039.0,4874
mahabubnagar,ANDHRA PRADESH,509001.0,4875
hyderabad,TELANGANA,500038.0,4876
GUWAHATI,ASSAM,781171.0,4877
THIRUTHANGAL,TAMIL NADU,626130.0,4878
YOL,HIMACHAL PRADESH,176052.0,4879
Siliguri,WEST BENGAL,734003.0,4880
DELHI,DELHI,110092.0,4881
Visakhapatnam,ANDHRA PRADESH,530045.0,4882
SIVAGANGA,TAMIL NADU,630561.0,4883
Pune,MAHARASHTRA,412105.0,4884
Sipajhar,ASSAM,784145.0,4885
BANDIA,UTTARAKHAND,263148.0,4886
NTPC KANIHA TOWNSHIP,ODISHA,759147.0,4887
PATODA,MAHARASHTRA,414204.0,4888
SRINAGAR,JAMMU & KASHMIR,190023.0,4889
THALASSERY,KERALA,670104.0,4890
PANCHGANI,MAHARASHTRA,412805.0,4891
NEPANAGAR,MADHYA PRADESH,450331.0,4892
GURUGRAM.,HARYANA,122001.0,4893
Bangalore,KARNATAKA,560094.0,4894
pamidi,ANDHRA PRADESH,515775.0,4895
EDAVANAKAD,KERALA,682502.0,4896
Mormugao,GOA,403726.0,4897
Noida,UTTAR PRADESH,201009.0,4898
Perumbavoor,KERALA,683544.0,4899
Balasore,ODISHA,756019.0,4900
MUVATTUPUZHA,KERALA,682316.0,4901
Visakhapatnam,ANDHRA PRADESH,530018.0,4902
Mumbai,MAHARASHTRA,400072.0,4903
Bhuban,ODISHA,759024.0,4904
FARIDABAD,HARYANA,121007.0,4905
Bangalore,KARNATAKA,560008.0,4906
KOTHAKOTA,TELANGANA,509381.0,4907
Ayoor,KERALA,691533.0,4908
PANIHATI,WEST BENGAL,700049.0,4909
ULLIYERI,KERALA,673321.0,4910
"Goregaon - East, Mumbai",MAHARASHTRA,400063.0,4911
Bengaluru,KARNATAKA,560070.0,4912
THRISSUR,KERALA,680007.0,4913
Secunderabad,TELANGANA,500011.0,4914
KANPUR,UTTAR PRADESH,208005.0,4915
KADAPA,ANDHRA PRADESH,516350.0,4916
THANE,MAHARASHTRA,401501.0,4917
FARIDABAD,HARYANA,121013.0,4918
ERNAKULAM DISTRICT,KERALA,683108.0,4919
Bengaluru,KARNATAKA,560030.0,4920
MUNGER,BIHAR,813212.0,4921
Bengaluru,KARNATAKA,560051.0,4922
Sangameshwar,MAHARASHTRA,415804.0,4923
JALANDHAR,PUNJAB,144302.0,4924
KISHANGARH AJMER DISTRICT,RAJASTHAN,305802.0,4925
Mumbai,MAHARASHTRA,400058.0,4926
Dombivali East,MAHARASHTRA,421204.0,4927
Vijayawada,ANDHRA PRADESH,520007.0,4928
SIVAGIRI virdhunagar DISTRICT,TAMIL NADU,626121.0,4929
Burdwan,WEST BENGAL,713101.0,4930
BUNDIA,ODISHA,768225.0,4931
DHARWAD,KARNATAKA,580002.0,4932
Meenadom,KERALA,686516.0,4933
NAGPUR,MAHARASHTRA,440021.0,4934
DELHI,DELHI,110085.0,4935
Kanniyakumari,TAMIL NADU,629180.0,4936
CHANDRAKONA,WEST BENGAL,721201.0,4937
VENKETRAIPUR,ODISHA,761002.0,4938
JillelaGuda,TELANGANA,500079.0,4939
BARAGAON,ODISHA,770016.0,4940
TINSUKIA DISTRICT,ASSAM,786148.0,4941
PITHORAGARH,UTTARAKHAND,262530.0,4942
GOA VELHA,GOA,403204.0,4943
Hyderabad,TELANGANA,500015.0,4944
THANE,MAHARASHTRA,421201.0,4945
GUNTUR,ANDHRA PRADESH,522034.0,4946
GUNTUR,ANDHRA PRADESH,522259.0,4947
RANCHI,JHARKHAND,835217.0,4948
KOLLAM,KERALA,691333.0,4949
New Delhi,DELHI,110076.0,4950
Khammam,TELANGANA,507165.0,4951
Coimbatore,TAMIL NADU,641022.0,4952
NOWROZABAD,MADHYA PRADESH,484555.0,4953
GUDIVADA KRISHNA DISTRICT,ANDHRA PRADESH,521301.0,4954
PONNANI,KERALA,679584.0,4955
Kollam,KERALA,691004.0,4956
Vellangallur,KERALA,680662.0,4957
Guwahati,ASSAM,781020.0,4958
Sirsi,KARNATAKA,581402.0,4959
Vizianagaram,ANDHRA PRADESH,535216.0,4960
HAJIPUR,BIHAR,844102.0,4961
TIRUCHIRAPPALLI,TAMIL NADU,620007.0,4962
Etawah,UTTAR PRADESH,206001.0,4963
CHENNAI,TAMIL NADU,600005.0,4964
BIHPURIA,ASSAM,784161.0,4965
NAGPUR,MAHARASHTRA,440004.0,4966
PUNE,MAHARASHTRA,412308.0,4967
Chennai,TAMIL NADU,600062.0,4968
THANE,MAHARASHTRA,421202.0,4969
MANMAD,MAHARASHTRA,423104.0,4970
Noida,UTTAR PRADESH,201306.0,4971
COIMBATORE,TAMIL NADU,641028.0,4972
MUMBAI,MAHARASHTRA,400007.0,4973
Dombivali west - 421202,MAHARASHTRA,421202.0,4974
LAVASA,MAHARASHTRA,412112.0,4975
DAVANAGERE,KARNATAKA,577003.0,4976
GIRIDIH,JHARKHAND,815311.0,4977
GOPALGANJ,BIHAR,841423.0,4978
SIPCOT THOOTHUKUDI,TAMIL NADU,628008.0,4979
CHHOTI SADRI,RAJASTHAN,312604.0,4980
Hosur,TAMIL NADU,635109.0,4981
FEROKE,KERALA,673631.0,4982
POTHREDDIPALLE,TELANGANA,502295.0,4983
Indore,MADHYA PRADESH,453331.0,4984
CHAKAN,MAHARASHTRA,410501.0,4985
RAJPUR SONARPUR,WEST BENGAL,700148.0,4986
CACHAR,ASSAM,788004.0,4987
CHANDRAPUR,MAHARASHTRA,442501.0,4988
JANJGIR,CHHATTISGARH,495668.0,4989
Koratla,TELANGANA,505326.0,4990
PERNEM,GOA,403512.0,4991
VADODARA,Gujarat,391340.0,4992
ERANHOLI,KERALA,670107.0,4993
Patna,Bihar,800014.0,4994
medchal,TELANGANA,501401.0,4995
CHERTHALA,KERALA,688524.0,4996
THIRUVANANTHAPURAM,KERALA,695040.0,4997
PURULIYA,WEST BENGAL,723101.0,4998
Sujangarh,RAJASTHAN,331507.0,4999
Srinagar,JAMMU & KASHMIR,190020.0,5000
CHELAKKARA,KERALA,680586.0,5001
Bangalore,KARNATAKA,560017.0,5002
Kohlapur,MAHARASHTRA,416118.0,5003
Rajkot,Gujarat,360001.0,5004
pune,MAHARASHTRA,412114.0,5005
Nellore,ANDHRA PRADESH,524004.0,5006
CHENNAI,TAMIL NADU,600027.0,5007
TILHAR,UTTAR PRADESH,242307.0,5008
MALAPPURAM,KERALA,676503.0,5009
Dubbak,TELANGANA,502108.0,5010
HAORA,WEST BENGAL,711101.0,5011
TIRUVANNAMALAI,TAMIL NADU,606901.0,5012
UDUPI,KARNATAKA,576106.0,5013
KALIMPONG,WEST BENGAL,734311.0,5014
Golaghat,ASSAM,785699.0,5015
jaunpur,UTTAR PRADESH,222141.0,5016
PIMPRI CHINCHWAD,MAHARASHTRA,411039.0,5017
hyderabad,TELANGANA,500036.0,5018
Raghunalhi BCMC layout,KARNATAKA,560062.0,5019
KHAMMAM,TELANGANA,507209.0,5020
TIRUR,KERALA,676101.0,5021
porvorim bardez,Goa,403511.0,5022
CHENGALPATTU,TAMIL NADU,603002.0,5023
"Ponkunnam, Kottayam district",KERALA,686504.0,5024
Nellore,ANDHRA PRADESH,524003.0,5025
SURYAPET,TELANGANA,508213.0,5026
ALIGANJ,UTTAR PRADESH,207247.0,5027
PALAI,KERALA,686575.0,5028
madanganj-kishangarh  ajmer,rajasthan,305801.0,5029
THRIPPUNITHURA,KERALA,682309.0,5030
JAIPUR,RAJASTHAN,302005.0,5031
"MADURAVOYAL,CHENNAI",TAMIL NADU,600095.0,5032
Sambalpur,Odisha,768200.0,5033
BHILAI,CHHATTISGARH,491107.0,5034
ALAPPUZHA,KERALA,690517.0,5035
Nagpur,MAHARASHTRA,440010.0,5036
Rawatbhata,RAJASTHAN,323307.0,5037
POLBA DADPUR,WEST BENGAL,712305.0,5038
BHIWANDI,MAHARASHTRA,421311.0,5039
THIRUVALLA,KERALA,689115.0,5040
Chennai,TAMIL NADU,603203.0,5041
Seraulim,GOA,403708.0,5042
hyderabad,TELANGANA,500092.0,5043
Delhi,DELHI,110088.0,5044
"AMBARNATH, West",MAHARASHTRA,421501.0,5045
SONEPUR,BIHAR,841101.0,5046
MANGALORE,KARNATAKA,575001.0,5047
CHENNAI,TAMIL NADU,603211.0,5048
SRIKALAHASTI,ANDHRA PRADESH,517644.0,5049
HOWRAH,WEST BENGAL,711102.0,5050
Chennai,TAMIL NADU,600118.0,5051
NUZVID,ANDHRA PRADESH,521201.0,5052
SILCHAR,ASSAM,788001.0,5053
Madurai,TAMIL NADU,625107.0,5054
THANE,MAHARASHTRA,401303.0,5055
Chikballapur,KARNATAKA,562101.0,5056
New Delhi,DELHI,110068.0,5057
KUTHUPARAMBA,KERALA,670643.0,5058
Amravati,MAHARASHTRA,444602.0,5059
KANCHIPURAM,TAMIL NADU,600100.0,5060
dombivali,MAHARASHTRA,421202.0,5061
KALAMASSERY,KERALA,682030.0,5062
DARBHANGA,BIHAR,846004.0,5063
GUDALUR THE NILGIRIS DISTRICT,TAMIL NADU,643212.0,5064
Bakulia,ASSAM,782482.0,5065
Krishnanagar,WEST BENGAL,741101.0,5066
Konnagar,WEST BENGAL,712246.0,5067
GREATER NOIDA,UTTAR PRADESH,201307.0,5068
Kolkata,WEST BENGAL,700049.0,5069
JAMSHEDPUR,JHARKHAND,831001.0,5070
ICHAPUR,WEST BENGAL,743144.0,5071
SANAUR,PUNJAB,147103.0,5072
Kollam,KERALA,691011.0,5073
Jamuria,WEST BENGAL,713336.0,5074
BANGALORE,KARNATAKA,560097.0,5075
KOLKATA,WEST BENGAL,700135.0,5076
HONAVAR,KARNATAKA,581361.0,5077
BILASPUR,CHHATTISGARH,495006.0,5078
Bhayandar east,MAHARASHTRA,401105.0,5079
Silchar,ASSAM,788006.0,5080
VARKALA,KERALA,695143.0,5081
SATARA,MAHARASHTRA,415205.0,5082
PATNA,BIHAR,801113.0,5083
shamli,UTTAR PRADESH,251305.0,5084
unai,Gujarat,396590.0,5085
NARASANNAPETA,ANDHRA PRADESH,532421.0,5086
Mumbai,MAHARASHTRA,400006.0,5087
BENGALURU,KARNATAKA,560039.0,5088
TIRUPPUR,TAMIL NADU,641606.0,5089
JHABUA,MADHYA PRADESH,457661.0,5090
BARKAKANA,JHARKHAND,829103.0,5091
HAVERI,KARNATAKA,581116.0,5092
RAIGARH Town,CHHATTISGARH,496001.0,5093
patiala,punjab,147001.0,5094
Hyderabad,TELANGANA,500061.0,5095
Warud,MAHARASHTRA,444906.0,5096
ANAND,Gujarat,388430.0,5097
GUMMIDIPOONDI,TAMIL NADU,601201.0,5098
"Jillelguda , Meerpet , HYDERABAD",TELANGANA,500097.0,5099
PUTHUR,KERALA,680317.0,5100
PETLAD,Gujarat,388480.0,5101
BENGALURU,KARNATAKA,562149.0,5102
Mumbai,MAHARASHTRA,400071.0,5103
Faridabad,HARYANA,121004.0,5104
GULEDGUDDA,KARNATAKA,587203.0,5105
nipani,KARNATAKA,591237.0,5106
KANGRA,HIMACHAL PRADESH,176103.0,5107
GUNTUR,ANDHRA PRADESH,522414.0,5108
Town,TAMIL NADU,605102.0,5109
CHERTHALA,KERALA,688530.0,5110
KODAD,TELANGANA,508206.0,5111
Anakapalle,ANDHRA PRADESH,531011.0,5112
PALWANCHA,TELANGANA,507115.0,5113
VIKAS PURI,New Delhi,110018.0,5114
AMRAVATI,MAHARASHTRA,444604.0,5115
KATRA SHAHJAHANPUR DISTRICT,UTTAR PRADESH,242301.0,5116
JAMMU,JAMMU & KASHMIR,181205.0,5117
MADURAI,TAMIL NADU,625012.0,5118
SRINAGAR,JAMMU & KASHMIR,190019.0,5119
Narnaul,HARYANA,123001.0,5120
Panchkula,HARYANA,134117.0,5121
BENGALURU,KARNATAKA,560080.0,5122
Trivandrum,KERALA,695003.0,5123
narela delhi,DELHI,110040.0,5124
GORAKHPUR,UTTAR PRADESH,273014.0,5125
MANGALURU,KARNATAKA,575013.0,5126
KOTPUTLI,RAJASTHAN,303108.0,5127
VIKRAMASINGAPURAM,TAMIL NADU,627428.0,5128
SANGRUR,PUNJAB,148001.0,5129
NAWALGARH,RAJASTHAN,333304.0,5130
BELAGAVI,KARNATAKA,591242.0,5131
Khardah,WEST BENGAL,700118.0,5132
Indore,MADHYA PRADESH,452012.0,5133
NOIDA,UTTAR PRADESH,201313.0,5134
Chennai,TAMIL NADU,600018.0,5135
KUNJATHUR,KERALA,671323.0,5136
KHAMMAM,TELANGANA,507302.0,5137
DAMOH,MADHYA PRADESH,470661.0,5138
Chattukappara,KERALA,670592.0,5139
Edappally,KERALA,682024.0,5140
BANGALORE,KARNATAKA,560067.0,5141
MAVOOR,KERALA,673602.0,5142
VISNAGAR,Gujarat,384315.0,5143
NAGPUR,MAHARASHTRA,440018.0,5144
ahemadabad,Gujarat,380028.0,5145
BAZPUR,UTTARAKHAND,262401.0,5146
VIJAYAPURa,KARNATAKA,562135.0,5147
BRAHMAPURI,MAHARASHTRA,441206.0,5148
Banganlore,KARNATAKA,560064.0,5149
HOSUR / KRISHNAGIRI DISTRICT,TAMIL NADU,635103.0,5150
TIRUNELVELI,TAMIL NADU,627011.0,5151
KOLHAPUR,MAHARASHTRA,416213.0,5152
NEW DELHI,DELHI,110040.0,5153
Bareilly,UTTAR PRADESH,243001.0,5154
DEHRADUN,UTTARAKHAND,248013.0,5155
BOUDH,ODISHA,762016.0,5156
Motbung,MANIPUR,795107.0,5157
Cuttack,ODISHA,753001.0,5158
KARAMADAI,TAMIL NADU,641019.0,5159
Nazra,WEST BENGAL,743375.0,5160
Kannur,KERALA,670561.0,5161
Ahmedabad,Gujarat,380004.0,5162
VADODARA,Gujarat,391320.0,5163
TANDUR,TELANGANA,501141.0,5164
GURUGRAM,HARYANA,122051.0,5165
EAST DELHI,Delhi,110092.0,5166
Mandsaur,MADHYA PRADESH,458002.0,5167
KHAIRABAD MAU DISTRICT,UTTAR PRADESH,276403.0,5168
HYDERABAD,TELANGANA,500088.0,5169
delhi,DELHI,110032.0,5170
Niuland,NAGALAND,797112.0,5171
KOLKATA 700104,WEST BENGAL,700104.0,5172
Jaipur,RAJASTHAN,302020.0,5173
Anantnag,JAMMU & KASHMIR,192101.0,5174
NAYA NANGAL,PUNJAB,140126.0,5175
"Baramati,Pune",MAHARASHTRA,413102.0,5176
BANKURA,WEST BENGAL,722150.0,5177
COIMBATORE,TAMIL NADU,641001.0,5178
GHATAL,WEST BENGAL,721212.0,5179
KHALILABAD,UTTAR PRADESH,272175.0,5180
HATHRAS,UTTAR PRADESH,204101.0,5181
ARASUR,TAMIL NADU,641407.0,5182
KAMPTEE,MAHARASHTRA,441001.0,5183
GANJAM,ODISHA,760004.0,5184
Kolhapur,MAHARASHTRA,416505.0,5185
KAKINADA,ANDHRA PRADESH,533004.0,5186
GAYA,BIHAR,823002.0,5187
Delhi,DELHI,110084.0,5188
ANNAVARAM,ANDHRA PRADESH,533406.0,5189
DHARAMGARH,ODISHA,766015.0,5190
Ponjassery perumbavoor,KERALA,683547.0,5191
Chennai,TAMIL NADU,600010.0,5192
"Devgad, Sindhudurg",MAHARASHTRA,416811.0,5193
KATTAPPANA,KERALA,685515.0,5194
Bhunter,HIMACHAL PRADESH,175125.0,5195
SILCHAR,ASSAM,788005.0,5196
GUNTUR,ANDHRA PRADESH,522111.0,5197
PURNIA,BIHAR,854326.0,5198
City,New Delhi,110062.0,5199
NALBARI,ASSAM,781353.0,5200
Vadodara,Gujarat,390016.0,5201
VELLORE,TAMIL NADU,632602.0,5202
Bidadi,KARNATAKA,562109.0,5203
KOLKATA,WEST BENGAL,700067.0,5204
PATHANAMTHITTA,KERALA,689646.0,5205
GOA VELHA,GOA,403104.0,5206
SEONI,MADHYA PRADESH,480888.0,5207
GADAG,KARNATAKA,582103.0,5208
"Nallapadu, Guntur",ANDHRA PRADESH,522005.0,5209
BOKAJAN,ASSAM,782480.0,5210
LAKHIMPUR,UTTAR PRADESH,261506.0,5211
TADPATRI,ANDHRA PRADESH,515411.0,5212
BHOPAL,MADHYA PRADESH,462003.0,5213
VIRUDHUNAGAR,TAMIL NADU,626001.0,5214
Tiruvannamalai,TAMIL NADU,606601.0,5215
VELLAKOIL,TAMIL NADU,638111.0,5216
"Tekkali, srikakulam",ANDHRA PRADESH,532201.0,5217
Birbhum,WEST BENGAL,731213.0,5218
Aralvaimozhi,TAMIL NADU,629301.0,5219
PATHALGAON,CHHATTISGARH,496118.0,5220
HAVERI,KARNATAKA,581205.0,5221
KOLAMBE,KARNATAKA,574151.0,5222
KUNNATHUNAD,KERALA,682303.0,5223
BANKRA,WEST BENGAL,711403.0,5224
"Bhubaneshwar, Odisha",ODISHA,751010.0,5225
"PAVNAR , WARDHA",MAHARASHTRA,442111.0,5226
KANCHIPURAM,TAMIL NADU,600061.0,5227
Kanpur dehat,UTTAR PRADESH,209115.0,5228
KIRIBURU,JHARKHAND,833223.0,5229
KOLLAM,KERALA,691012.0,5230
BANKA,BIHAR,813205.0,5231
BERHAMPUR,ODISHA,760004.0,5232
SIVAGANGA,TAMIL NADU,630551.0,5233
CHALAKUDY,KERALA,680307.0,5234
Delhi,DELHI,110094.0,5235
MALDA,WEST BENGAL,732209.0,5236
DOSTPUR,UTTAR PRADESH,228131.0,5237
TIRUNELVELI,TAMIL NADU,627358.0,5238
PATHANAMTHITTA,KERALA,689691.0,5239
GURMATKAL,KARNATAKA,585214.0,5240
Patna,BIHAR,800003.0,5241
Dombivli,MAHARASHTRA,421203.0,5242
SRINAGAR,JAMMU & KASHMIR,190017.0,5243
OTTAPPALAM,KERALA,679504.0,5244
CHENNAi,TAMIL NADU,600101.0,5245
"Sahar Road, Andheri-East, Mumbai",MAHARASHTRA,400069.0,5246
ONDA,GOA,403530.0,5247
Near nahur railway station nahur  east mumbai,MAHARASHTRA,400042.0,5248
MOHADI MIDC,MAHARASHTRA,441909.0,5249
KOZHIKODE,KERALA,673029.0,5250
AMROHA,UTTAR PRADESH,244221.0,5251
BARABANKI,UTTAR PRADESH,225003.0,5252
PAKYONG,SIKKIM,737106.0,5253
KOLHAPUR,MAHARASHTRA,416006.0,5254
OTTAPPALAM,KERALA,679102.0,5255
VISAKHAPATNAM,ANDHRA PRADESH,530014.0,5256
Soreng,SIKKIM,737121.0,5257
MUVATTUPUZHA,KERALA,686661.0,5258
Marcel,GOA,403107.0,5259
GURUGRAM,HARYANA,122052.0,5260
KOCHI,KERALA,682013.0,5261
Vashi,MAHARASHTRA,400703.0,5262
SAWAI MADHOPUR,RAJASTHAN,322001.0,5263
Surat,Gujarat,395004.0,5264
KUDUS,MAHARASHTRA,421312.0,5265
rewari,HARYANA,123401.0,5266
KUMARAPURAM,KERALA,690514.0,5267
Elchuru,ANDHRA PRADESH,523303.0,5268
"ABHAYAPURI, Bongaigaon",ASSAM,783384.0,5269
KUNDAPURA,KARNATAKA,576231.0,5270
SUPA MIDC,MAHARASHTRA,414301.0,5271
Diphu,ASSAM,782460.0,5272
NALBARI,ASSAM,781346.0,5273
BHINGA,UTTAR PRADESH,271831.0,5274
KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,690106.0,5275
Malda,WEST BENGAL,732202.0,5276
LATUR,MAHARASHTRA,413531.0,5277
GUNTUR,ANDHRA PRADESH,522613.0,5278
MUZAFFARNAGAR,UTTAR PRADESH,251002.0,5279
Ahmedabad,Gujarat,380007.0,5280
HOWRAH,WEST BENGAL,711105.0,5281
CHOWWARA,KERALA,683574.0,5282
SALEM,TAMIL NADU,636004.0,5283
Manipuzha Kottayam,KERALA,686012.0,5284
Khairi,HIMACHAL PRADESH,176325.0,5285
CHELPUR,TELANGANA,506168.0,5286
Ahmedabad,Gujarat,382424.0,5287
Ghaziabad,UTTAR PRADESH,201010.0,5288
JODHPUR,RAJASTHAN,342015.0,5289
DHAR,MADHYA PRADESH,454001.0,5290
RANCHi,JHARKHAND,834001.0,5291
SOLAPUR,MAHARASHTRA,413004.0,5292
Jaipur,RAJASTHAN,302018.0,5293
Angamaly,KERALA,683572.0,5294
PUNDRI,HARYANA,136042.0,5295
NALLASOPARA (EAST),MAHARASHTRA,401209.0,5296
Hyderabad,ANDHRA PRADESH,500008.0,5297
RAJAHMUNDRY,ANDHRA PRADESH,533107.0,5298
GUWAHATI,ASSAM,781038.0,5299
BARIPADA,ODISHA,757107.0,5300
Fatehgarh Panjtoor,PUNJAB,142043.0,5301
GONDA,UTTAR PRADESH,271202.0,5302
Avinashi,TAMIL NADU,641654.0,5303
Ambedkar Nagar,UTTAR PRADESH,224147.0,5304
NAMAKKAL,TAMIL NADU,637003.0,5305
MUDIGERE,KARNATAKA,577132.0,5306
KALYAN-DOMBIVLI,MAHARASHTRA,421202.0,5307
hyderabad,TELANGANA,500076.0,5308
PATNA,BIHAR,800027.0,5309
GREATER NOIDA,UTTAR PRADESH,201312.0,5310
BANGALORE,KARNATAKA,560048.0,5311
ANUGUL,ODISHA,759122.0,5312
CHENNAI,TAMIL NADU,600124.0,5313
SAGAR,WEST BENGAL,743373.0,5314
MANDYA,KARNATAKA,571448.0,5315
BENGALURU,KARNATAKA,560089.0,5316
VAISHALI,BIHAR,844124.0,5317
KHALAPUR,MAHARASHTRA,410203.0,5318
KANGRA,HIMACHAL PRADESH,176115.0,5319
VADAKARA,KERALA,673105.0,5320
PUTTUR,KARNATAKA,574230.0,5321
CHANGANACHERRY,KERALA,686102.0,5322
THATIPAKA,ANDHRA PRADESH,533249.0,5323
Pune,MAHARASHTRA,411047.0,5324
Kashimnagar,WEST BENGAL,731221.0,5325
DIBRUGARH,ASSAM,786005.0,5326
Kozhikode,KERALA,673611.0,5327
MARAIMALAINAGAR,TAMIL NADU,603209.0,5328
KOZHIKODE,KERALA,673017.0,5329
Ponkunnam (kottayam),KERALA,686506.0,5330
Chittoor,ANDHRA PRADESH,517001.0,5331
Kanigiri,ANDHRA PRADESH,523230.0,5332
KOLLAM,KERALA,691310.0,5333
"Madhu Vihar, Lucknow Kanpur Highway",UTTAR PRADESH,209859.0,5334
DALHOUSIE,HIMACHAL PRADESH,176305.0,5335
Jhajjar,HARYANA,124507.0,5336
Noida,UTTAR PRADESH,201303.0,5337
"Kakkad, Mukkam, kozhikode",KERALA,673602.0,5338
mumbai,MAHARASHTRA,400055.0,5339
GUNA,MADHYA PRADESH,473001.0,5340
Bangalore,KARNATAKA,560040.0,5341
ROHTAK 124001,HARYANA,124001.0,5342
Gandhinagar,Gujarat,382424.0,5343
"Kanjirapally, kottayam",KERALA,686520.0,5344
SALEM,TAMIL NADU,636007.0,5345
Shiroda,Goa,403103.0,5346
RAGHUNATHGANJ,WEST BENGAL,742235.0,5347
PATHANAMTHITTA,KERALA,689532.0,5348
MUSAFIRKHANA,UTTAR PRADESH,227813.0,5349
KOTTAYAM,KERALA,686633.0,5350
Aligarh,UTTAR PRADESH,202281.0,5351
SOUTH GOA,GOA,403602.0,5352
CHARUMMOODU,KERALA,690505.0,5353
Faridabad,HARYANA,121010.0,5354
bangalore,KARNATAKA,560004.0,5355
pune,MAHARASHTRA,411015.0,5356
PANRUTI,TAMIL NADU,607106.0,5357
Puthur,KERALA,680014.0,5358
THIRUVANANTHAPURAM,KERALA,695023.0,5359
KOTA,ANDHRA PRADESH,524411.0,5360
Old alwal  secunderabad,TELANGANA,500010.0,5361
BASUDEBPUR PURBA MEDINIPUR DISTRICT,WEST BENGAL,721422.0,5362
JAMSHEDPUR,JHARKHAND,832110.0,5363
Calicut,KERALA,673633.0,5364
KHARAGPUR,WEST BENGAL,721302.0,5365
MADURAI,TAMIL NADU,625702.0,5366
NAGAUR,RAJASTHAN,341001.0,5367
SERAMPORE,WEST BENGAL,712203.0,5368
Itarsi,MADHYA PRADESH,461111.0,5369
Akola,MAHARASHTRA,444001.0,5370
GOBRA NAWAPARA,CHHATTISGARH,493881.0,5371
Gaya,BIHAR,823001.0,5372
Gonda,UTTAR PRADESH,271001.0,5373
KARELI,MADHYA PRADESH,487221.0,5374
KOLKATA,WEST BENGAL,700030.0,5375
new delhi,DELHI,110019.0,5376
PALANI,TAMIL NADU,624601.0,5377
YELLANDU,TELANGANA,507123.0,5378
Delhi,Delhi,110092.0,5379
UDUPI,KARNATAKA,576102.0,5380
CHENNAI,TAMIL NADU,600019.0,5381
SILCHAR,ASSAM,788009.0,5382
Srinagar,JAMMU & KASHMIR,191101.0,5383
Dombivli East,MAHARASHTRA,421204.0,5384
ALAMCODE MALAPPURAM DISTRICT,KERALA,679585.0,5385
PACHMARHI,MADHYA PRADESH,461881.0,5386
BADLAPUR,MAHARASHTRA,421504.0,5387
Hyderabad,TELANGANA,500028.0,5388
RANGIA,ASSAM,781354.0,5389
BIHARSHARIF,BIHAR,803118.0,5390
JODHPUR,RAJASTHAN,342011.0,5391
Bengaluru South,KARNATAKA,560037.0,5392
Kolkata,WEST BENGAL,700033.0,5393
MYSURU,KARNATAKA,570019.0,5394
Bangalore,KARNATAKA,560005.0,5395
Milakpur,HARYANA,127032.0,5396
Curchorem,GOA,403706.0,5397
Nagbhid,MAHARASHTRA,441205.0,5398
GUWAHATI,ASSAM,781040.0,5399
BINDKI,UTTAR PRADESH,212631.0,5400
Itanagar,ARUNACHAL PRADESH,791109.0,5401
Trikaripur,KERALA,671349.0,5402
Mysuru,KARNATAKA,570009.0,5403
ADINAD,KERALA,690542.0,5404
kolkata,WEST BENGAL,700067.0,5405
Jodhpur,RAJASTHAN,342005.0,5406
HOSPET,KARNATAKA,583201.0,5407
Malkajgiri,TELANGANA,500047.0,5408
MANDI,HIMACHAL PRADESH,175021.0,5409
Thodupuzha,KERALA,685583.0,5410
PUNE,MAHARASHTRA,411018.0,5411
BAREILLY,UTTAR PRADESH,243002.0,5412
SHEVGAON,MAHARASHTRA,414502.0,5413
BENAULIM,GOA,403716.0,5414
Elappara,KERALA,685501.0,5415
SOUTH WEST DELHI,DELHI,110016.0,5416
Chennai,TAMIL NADU,600021.0,5417
Hyderabad,TELANGANA,500038.0,5418
ARARIA,BIHAR,854311.0,5419
DHARMAPURI,TELANGANA,505425.0,5420
PALAKKAD,KERALA,678631.0,5421
Solan,HIMACHAL PRADESH,173212.0,5422
TALCHER,ODISHA,759100.0,5423
KORATLA,TELANGANA,505326.0,5424
